Call Volume Group,CRITICAL_RESP_90TH,SERIOUS_RESP_90TH,LOW_ACUITY_RESP_90TH,ALL_SEVERITIES_RESP_90TH
CRITICAL_VOL,0.23218532777897713,0.3512472584399315,0.36196128258708,0.34084454208674553
SERIOUS_VOL,0.16495562878990258,0.3092710091842812,0.3206068555001498,0.3186728837917792
LOW_ACUITY_VOL,0.1258078545988397,0.16917782162168762,0.23262078480460302,0.2183597580637762
