Call Volume Group,CRITICAL_RESP_90TH,SERIOUS_RESP_90TH,LOW_ACUITY_RESP_90TH,ALL_SEVERITIES_RESP_90TH
CRITICAL_VOL,0.23218532777897707,0.35124725843993143,0.3619612825870798,0.34084454208674553
SERIOUS_VOL,0.16495562878990266,0.3092710091842814,0.3206068555001497,0.3186728837917792
LOW_ACUITY_VOL,0.12580785459883984,0.16917782162168768,0.23262078480460308,0.21835975806377605
